service_id,date,exception_type
27719,20260806,1
27721,20260806,1
27725,20260806,1
27730,20260806,1
27731,20260806,1
27734,20260806,1
27739,20260806,1
27740,20260806,1
27741,20260806,1
27742,20260806,1
27749,20260806,1
27750,20260806,1
27751,20260806,1
27752,20260806,1
27694,20260807,1
27696,20260807,1
27698,20260807,1
27700,20260807,1
27703,20260807,1
27705,20260807,1
27709,20260807,1
27710,20260807,1
27715,20260807,1
27718,20260807,1
27719,20260807,1
27721,20260807,1
27724,20260807,1
27728,20260807,1
27729,20260807,1
27733,20260807,1
27739,20260807,1
27740,20260807,1
27741,20260807,1
27742,20260807,1
27749,20260807,1
27750,20260807,1
27751,20260807,1
27752,20260807,1
27694,20260810,1
27696,20260810,1
27698,20260810,1
27700,20260810,1
27702,20260810,1
27705,20260810,1
27709,20260810,1
27710,20260810,1
27715,20260810,1
27718,20260810,1
27719,20260810,1
27721,20260810,1
27724,20260810,1
27728,20260810,1
27729,20260810,1
27733,20260810,1
27739,20260810,1
27740,20260810,1
27741,20260810,1
27742,20260810,1
27749,20260810,1
27750,20260810,1
27751,20260810,1
27752,20260810,1
27694,20260811,1
27696,20260811,1
27698,20260811,1
27700,20260811,1
27703,20260811,1
27705,20260811,1
27710,20260811,1
27712,20260811,1
27715,20260811,1
27718,20260811,1
27719,20260811,1
27721,20260811,1
27725,20260811,1
27730,20260811,1
27731,20260811,1
27734,20260811,1
27739,20260811,1
27740,20260811,1
27741,20260811,1
27742,20260811,1
27749,20260811,1
27750,20260811,1
27751,20260811,1
27752,20260811,1
27694,20260812,1
27696,20260812,1
27698,20260812,1
27700,20260812,1
27703,20260812,1
27706,20260812,1
27710,20260812,1
27713,20260812,1
27715,20260812,1
27718,20260812,1
27719,20260812,1
27722,20260812,1
27724,20260812,1
27728,20260812,1
27729,20260812,1
27734,20260812,1
27741,20260812,1
27742,20260812,1
27743,20260812,1
27744,20260812,1
27749,20260812,1
27750,20260812,1
27751,20260812,1
27752,20260812,1
27694,20260813,1
27696,20260813,1
27698,20260813,1
27700,20260813,1
27703,20260813,1
27705,20260813,1
27710,20260813,1
27711,20260813,1
27715,20260813,1
27718,20260813,1
27719,20260813,1
27721,20260813,1
27725,20260813,1
27730,20260813,1
27731,20260813,1
27734,20260813,1
27739,20260813,1
27740,20260813,1
27741,20260813,1
27742,20260813,1
27749,20260813,1
27750,20260813,1
27751,20260813,1
27752,20260813,1
27694,20260814,1
27696,20260814,1
27698,20260814,1
27700,20260814,1
27703,20260814,1
27705,20260814,1
27709,20260814,1
27710,20260814,1
27715,20260814,1
27718,20260814,1
27719,20260814,1
27721,20260814,1
27724,20260814,1
27728,20260814,1
27729,20260814,1
27733,20260814,1
27739,20260814,1
27740,20260814,1
27741,20260814,1
27742,20260814,1
27749,20260814,1
27750,20260814,1
27751,20260814,1
27752,20260814,1
27694,20260817,1
27696,20260817,1
27698,20260817,1
27700,20260817,1
27702,20260817,1
27705,20260817,1
27709,20260817,1
27710,20260817,1
27715,20260817,1
27718,20260817,1
27719,20260817,1
27721,20260817,1
27724,20260817,1
27728,20260817,1
27729,20260817,1
27733,20260817,1
27739,20260817,1
27740,20260817,1
27741,20260817,1
27742,20260817,1
27749,20260817,1
27750,20260817,1
27751,20260817,1
27752,20260817,1
27694,20260818,1
27696,20260818,1
27698,20260818,1
27700,20260818,1
27703,20260818,1
27705,20260818,1
