shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
420628,21.383785,-157.94717,300005
420628,21.383785,-157.94717,310001
420628,21.38359,-157.94674,310002
420628,21.38334,-157.94619,310003
420628,21.38311,-157.94568,310004
420628,21.38267,-157.94473,310005
420628,21.38155,-157.94229,310006
420628,21.38116,-157.941437,310007
420628,21.38116,-157.941437,320001
420628,21.38112,-157.94135,320002
420628,21.38076,-157.94054,320003
420628,21.38068,-157.94035,320004
420628,21.38041,-157.93976,320005
420628,21.38033,-157.93958,320006
420628,21.380246,-157.939379,320007
420628,21.380246,-157.939379,330001
420628,21.38004,-157.93888,330002
420628,21.37987,-157.93847,330003
420628,21.37975,-157.9382,330004
420628,21.37954,-157.93776,330005
420628,21.37953,-157.93774,330006
420628,21.379328,-157.937395,330007
420628,21.379328,-157.937395,340001
420628,21.37926,-157.93728,340002
420628,21.37886,-157.93667,340003
420628,21.37873,-157.93649,340004
420628,21.37844,-157.93612,340005
420628,21.37814,-157.93571,340006
420628,21.37786,-157.93535,340007
420628,21.37699,-157.93424,340008
420628,21.37684,-157.93405,340009
420628,21.37668,-157.93386,340010
420628,21.37651,-157.93367,340011
420628,21.37634,-157.93351,340012
420628,21.37613,-157.93334,340013
420628,21.37599,-157.93324,340014
420628,21.37583,-157.93314,340015
420628,21.37564,-157.93304,340016
420628,21.37546,-157.93296,340017
420628,21.37529,-157.9329,340018
420628,21.37514,-157.93286,340019
420628,21.37499,-157.93283,340020
420628,21.37484,-157.93281,340021
420628,21.37462,-157.93278,340022
420628,21.37441,-157.93277,340023
420628,21.37416,-157.93277,340024
420628,21.37395,-157.9328,340025
420628,21.37377,-157.93284,340026
420628,21.37358,-157.9329,340027
420628,21.37341,-157.93297,340028
420628,21.37324,-157.93305,340029
420628,21.37306,-157.93314,340030
420628,21.37286,-157.93325,340031
420628,21.37249,-157.93345,340032
420628,21.37219,-157.93363,340033
420628,21.371947,-157.933774,340034
420628,21.37181,-157.93385,340035
420628,21.371638,-157.933952,340036
420628,21.371638,-157.933952,350001
420628,21.37144,-157.93407,350002
420628,21.37112,-157.93426,350003
420628,21.37067,-157.93453,350004
420628,21.37049,-157.93464,350005
420628,21.37005,-157.9349,350006
420628,21.36974,-157.9351,350007
420628,21.369503,-157.935252,350008
420628,21.369503,-157.935252,360001
420628,21.36949,-157.93526,360002
420628,21.36933,-157.93536,360003
420628,21.36913,-157.93548,360004
420628,21.36885,-157.93563,360005
420628,21.36853,-157.9358,360006
420628,21.36815,-157.93601,360007
420628,21.36784,-157.93617,360008
420628,21.36753,-157.93632,360009
420628,21.36716,-157.93649,360010
420628,21.366845,-157.936636,360011
420628,21.366845,-157.936636,370001
420628,21.36673,-157.93669,370002
420628,21.3665,-157.93679,370003
420628,21.36624,-157.93691,370004
420628,21.36596,-157.93703,370005
420628,21.36549,-157.93723,370006
420628,21.36509,-157.93741,370007
420628,21.36474,-157.93758,370008
420628,21.36445,-157.93772,370009
420628,21.36428,-157.9378,370010
420628,21.36424,-157.937816,370011
420628,21.36424,-157.937816,380001
420628,21.36413,-157.93786,380002
420628,21.36399,-157.9379,380003
420628,21.36382,-157.93793,380004
420628,21.36361,-157.93795,380005
420628,21.36343,-157.93795,380006
420628,21.36323,-157.93793,380007
420628,21.363,-157.9379,380008
420628,21.3628,-157.93786,380009
420628,21.36262,-157.93782,380010
420628,21.36196,-157.93767,380011
420628,21.36075,-157.93741,380012
420628,21.3589,-157.93701,380013
420628,21.35568,-157.9363,380014
420628,21.35521,-157.93619,380015
420628,21.35485,-157.9361,380016
420628,21.35454,-157.93602,380017
420628,21.35412,-157.93591,380018
420628,21.35358,-157.93578,380019
420628,21.35332,-157.93572,380020
420628,21.35313,-157.93568,380021
420628,21.35292,-157.93564,380022
420628,21.35272,-157.9356,380023
420628,21.35244,-157.93554,380024
420628,21.352002,-157.935445,380025
420628,21.352002,-157.935445,390001
420628,21.3512,-157.93527,390002
420628,21.34946,-157.93488,390003
420628,21.349204,-157.934821,390004
420628,21.349204,-157.934821,400001
420628,21.349099,-157.934797,400002
420628,21.34885,-157.93475,400003
420628,21.34837,-157.93464,400004
420628,21.34823,-157.9346,400005
420628,21.34811,-157.93456,400006
420628,21.34797,-157.9345,400007
420628,21.34775,-157.93441,400008
420628,21.34763,-157.93435,400009
420628,21.3472,-157.93413,400010
420628,21.34707,-157.93408,400011
420628,21.3469,-157.93402,400012
420628,21.34666,-157.93396,400013
420628,21.34638,-157.9339,400014
420628,21.34604,-157.93385,400015
420628,21.34476,-157.93365,400016
420628,21.34429,-157.93358,400017
420628,21.34359,-157.93342,400018
420628,21.34327,-157.93332,400019
420628,21.34294,-157.93319,400020
420628,21.34265,-157.93306,400021
420628,21.34232,-157.93289,400022
420628,21.34192,-157.93263,400023
420628,21.34152,-157.93231,400024
420628,21.34123,-157.93202,400025
420628,21.34105,-157.93183,400026
420628,21.34063,-157.93135,400027
420628,21.34042,-157.93105,400028
420628,21.34035,-157.93093,400029
420628,21.34024,-157.93075,400030
420628,21.34018,-157.93063,400031
420628,21.34015,-157.93057,400032
420628,21.33996,-157.9302,400033
420628,21.33987,-157.92999,400034
420628,21.339825,-157.929875,400035
420628,21.339825,-157.929875,410001
420628,21.33976,-157.92971,410002
420628,21.3397,-157.92951,410003
420628,21.33967,-157.92935,410004
420628,21.33966,-157.92916,410005
420628,21.33965,-157.92899,410006
420628,21.33957,-157.92882,410007
420628,21.33938,-157.92841,410008
420628,21.33921,-157.92797,410009
420628,21.33908,-157.9276,410010
420628,21.33894,-157.92711,410011
420628,21.33886,-157.92679,410012
420628,21.33881,-157.92651,410013
420628,21.33875,-157.92621,410014
420628,21.33871,-157.92597,410015
420628,21.338594,-157.92527,410016
420628,21.338594,-157.92527,420001
420628,21.33848,-157.92458,420002
420628,21.33831,-157.92342,420003
420628,21.33825,-157.92298,420004
420628,21.33821,-157.92274,420005
420628,21.33818,-157.9225,420006
420628,21.33811,-157.92202,420007
420628,21.338033,-157.921502,420008
420628,21.338033,-157.921502,430001
420628,21.33799,-157.92121,430002
420628,21.33785,-157.92024,430003
420628,21.33782,-157.92001,430004
420628,21.33777,-157.91969,430005
420628,21.33772,-157.91939,430006
420628,21.3377,-157.91926,430007
420628,21.33764,-157.91886,430008
420628,21.3376,-157.91861,430009
420628,21.33752,-157.91856,430010
420628,21.33734,-157.91847,430011
420628,21.33718,-157.91847,430012
420628,21.33704,-157.91848,430013
420628,21.33691,-157.9185,430014
420628,21.33676,-157.91852,430015
420628,21.3365,-157.91857,430016
420628,21.33632,-157.9186,430017
420628,21.33609,-157.91863,430018
420628,21.33596,-157.91864,430019
420628,21.33573,-157.91868,430020
420628,21.33551,-157.91871,430021
420628,21.33526,-157.91875,430022
420628,21.33507,-157.91878,430023
420628,21.33495,-157.9188,430024
420628,21.33485,-157.91882,430025
420628,21.33479,-157.91884,430026
420628,21.3347,-157.91888,430027
420628,21.33463,-157.91893,430028
420628,21.33457,-157.919,430029
420628,21.33452,-157.91909,430030
420628,21.33448,-157.91919,430031
420628,21.33444,-157.91932,430032
420628,21.33445,-157.91959,430033
420628,21.33446,-157.91972,430034
420628,21.33448,-157.91989,430035
420628,21.33451,-157.92003,430036
420628,21.33455,-157.92016,430037
420628,21.33461,-157.92031,430038
420628,21.33467,-157.92044,430039
420628,21.33473,-157.92056,430040
420628,21.33478,-157.92072,430041
420628,21.33487,-157.92098,430042
420628,21.33488,-157.92102,430043
420628,21.335,-157.9214,430044
420628,21.3351,-157.922,430045
420628,21.33517,-157.92246,430046
420628,21.33505,-157.92267,430047
420628,21.33499,-157.92271,430048
420628,21.3349,-157.92272,430049
420628,21.33483,-157.9227,430050
420628,21.33477,-157.92264,430051
420628,21.33472,-157.92257,430052
420628,21.33468,-157.92247,430053
420628,21.33465,-157.92239,430054
420628,21.33459,-157.92205,430055
420628,21.33446,-157.92137,430056
420628,21.334434,-157.92122,430057
420628,21.33437,-157.9209,430058
420628,21.334357,-157.920801,430059
420628,21.334357,-157.920801,440001
420628,21.33435,-157.92075,440002
420628,21.33423,-157.92006,440003
420628,21.33418,-157.91977,440004
420628,21.33412,-157.91942,440005
420628,21.33405,-157.91889,440006
420628,21.33398,-157.91843,440007
420628,21.33399,-157.91821,440008
420628,21.33402,-157.91817,440009
420628,21.33406,-157.91815,440010
420628,21.33409,-157.91815,440011
420628,21.33412,-157.91816,440012
420628,21.33417,-157.9182,440013
420628,21.33419,-157.91834,440014
420628,21.33421,-157.91843,440015
420628,21.3343,-157.91856,440016
420628,21.33437,-157.91863,440017
420628,21.33444,-157.91867,440018
420628,21.33451,-157.9187,440019
420628,21.33458,-157.91872,440020
420628,21.33464,-157.91873,440021
420628,21.33472,-157.91874,440022
420628,21.33484,-157.91874,440023
420628,21.33494,-157.91872,440024
420628,21.33508,-157.91869,440025
420628,21.33523,-157.91867,440026
420628,21.33554,-157.91863,440027
420628,21.33595,-157.91858,440028
420628,21.33609,-157.91856,440029
420628,21.33648,-157.91852,440030
420628,21.33667,-157.91849,440031
420628,21.3373,-157.91841,440032
420628,21.33756,-157.91837,440033
420628,21.33752,-157.91813,440034
420628,21.337467,-157.917799,440035
420628,21.337467,-157.917799,450001
420628,21.33735,-157.91707,450002
420628,21.3373,-157.9167,450003
420628,21.33712,-157.91549,450004
420628,21.33708,-157.91523,450005
420628,21.33706,-157.91509,450006
420628,21.33703,-157.91485,450007
420628,21.33702,-157.91479,450008
420628,21.33701,-157.9147,450009
420628,21.33699,-157.91457,450010
420628,21.33696,-157.91435,450011
420628,21.33691,-157.91402,450012
420628,21.336903,-157.913966,450013
420628,21.336903,-157.913966,460001
420628,21.33684,-157.91348,460002
420628,21.33678,-157.91306,460003
420628,21.33674,-157.91279,460004
420628,21.33654,-157.91145,460005
420628,21.33644,-157.91082,460006
420628,21.336399,-157.91054,460007
420628,21.336399,-157.91054,470001
420628,21.33631,-157.90994,470002
420628,21.33608,-157.90844,470003
420628,21.33599,-157.90836,470004
420628,21.33587,-157.90825,470005
420628,21.335837,-157.907987,470006
420628,21.335837,-157.907987,480001
420628,21.33578,-157.90753,480002
420628,21.33491,-157.90771,480003
420628,21.33356,-157.90794,480004
420628,21.333534,-157.90776,480005
420628,21.333534,-157.90776,490001
420628,21.333,-157.90409,490002
420628,21.33297,-157.90346,490003
420628,21.33296,-157.90264,490004
420628,21.33287,-157.90184,490005
420628,21.33285,-157.90172,490006
420628,21.332993,-157.901696,490007
420628,21.332993,-157.901696,500001
420628,21.33385,-157.90155,500002
420628,21.33424,-157.90149,500003
420628,21.33452,-157.90144,500004
420628,21.33463,-157.90139,500005
420628,21.33473,-157.90133,500006
420628,21.3348,-157.90128,500007
420628,21.33485,-157.90122,500008
420628,21.33488,-157.90116,500009
420628,21.3349,-157.90109,500010
420628,21.33494,-157.90088,500011
420628,21.33486,-157.900337,500012
420628,21.33486,-157.900337,510001
420628,21.33473,-157.89946,510002
420628,21.33465,-157.8989,510003
420628,21.33454,-157.89817,510004
420628,21.33443,-157.89771,510005
420628,21.33432,-157.89715,510006
420628,21.33423,-157.89647,510007
420628,21.33407,-157.89598,510008
420628,21.33401,-157.89577,510009
420628,21.33396,-157.89557,510010
420628,21.3338,-157.89476,510011
420628,21.33363,-157.89391,510012
420628,21.3334,-157.8931,510013
420628,21.33326,-157.89254,510014
420628,21.33322,-157.8923,510015
420628,21.3332,-157.89192,510016
420628,21.33322,-157.8915,510017
420628,21.33324,-157.89136,510018
420628,21.33328,-157.89106,510019
420628,21.33329,-157.89097,510020
420628,21.3333,-157.89077,510021
420628,21.3333,-157.89067,510022
420628,21.33329,-157.89038,510023
420628,21.33327,-157.89009,510024
420628,21.33323,-157.88989,510025
420628,21.33315,-157.88958,510026
420628,21.3329,-157.88879,510027
420628,21.33275,-157.88835,510028
420628,21.33259,-157.88775,510029
420628,21.33241,-157.88731,510030
420628,21.332319,-157.887089,510031
420628,21.332319,-157.887089,520001
420628,21.33193,-157.88614,520002
420628,21.33188,-157.88591,520003
420628,21.33159,-157.88549,520004
420628,21.33083,-157.88443,520005
420628,21.330722,-157.884274,520006
420628,21.330722,-157.884274,530001
420628,21.32979,-157.88293,530002
420628,21.32977,-157.8829,530003
420628,21.329557,-157.882648,530004
420628,21.329557,-157.882648,540001
420628,21.3283,-157.88116,540002
420628,21.328107,-157.880931,540003
420628,21.328107,-157.880931,550001
420628,21.32772,-157.88047,550002
420628,21.32729,-157.87997,550003
420628,21.32692,-157.87953,550004
420628,21.326744,-157.879327,550005
420628,21.326744,-157.879327,560001
420628,21.3264,-157.87893,560002
420628,21.32614,-157.87863,560003
420628,21.326,-157.87847,560004
420628,21.325697,-157.878129,560005
420628,21.325697,-157.878129,570001
420628,21.32561,-157.87803,570002
420628,21.32543,-157.87781,570003
420628,21.32495,-157.87724,570004
420628,21.32461,-157.87685,570005
420628,21.3244,-157.87659,570006
420628,21.32425,-157.87642,570007
420628,21.324116,-157.876266,570008
420628,21.324116,-157.876266,580001
420628,21.3238,-157.8759,580002
420628,21.32344,-157.87539,580003
420628,21.32325,-157.87512,580004
420628,21.32323,-157.87508,580005
420628,21.32302,-157.87471,580006
420628,21.322304,-157.873514,580007
420628,21.322304,-157.873514,590001
420628,21.32223,-157.87339,590002
420628,21.32213,-157.87322,590003
420628,21.32199,-157.87299,590004
420628,21.32191,-157.87284,590005
420628,21.321772,-157.872606,590006
420628,21.321772,-157.872606,600001
420628,21.32036,-157.87022,600002
420628,21.32017,-157.86991,600003
420628,21.32,-157.869617,600004
420628,21.32,-157.869617,610001
420628,21.31951,-157.86877,610002
420628,21.319387,-157.868557,610003
420628,21.319387,-157.868557,620001
420628,21.31878,-157.86751,620002
420628,21.31877,-157.86749,620003
420628,21.31869,-157.86734,620004
420628,21.31858,-157.86713,620005
420628,21.31849,-157.86687,620006
420628,21.31843,-157.86664,620007
420628,21.3184,-157.86622,620008
420628,21.318405,-157.865686,620009
420628,21.318405,-157.865686,630001
420628,21.31841,-157.86516,630002
420628,21.31842,-157.86482,630003
420628,21.31793,-157.86463,630004
420628,21.31742,-157.86444,630005
420628,21.31675,-157.86427,630006
420628,21.31641,-157.86423,630007
420628,21.3162,-157.86423,630008
420628,21.31439,-157.86423,640007
420628,21.31398,-157.86425,640008
420628,21.31366,-157.86425,640009
420628,21.31356,-157.86425,640010
420628,21.313324,-157.864245,640011
420628,21.313324,-157.864245,650001
420628,21.3129,-157.8642,650003
420628,21.31255,-157.86406,650004
420628,21.31236,-157.86395,650005
420628,21.311954,-157.863721,650006
420628,21.311954,-157.863721,660001
420628,21.31181,-157.86364,660002
420628,21.31127,-157.86333,660003
420628,21.31054,-157.86291,660004
420628,21.310072,-157.862642,660005
420628,21.310072,-157.862642,670001
420628,21.30998,-157.86259,670002
420628,21.30962,-157.8624,670003
420628,21.30943,-157.86229,670004
420628,21.30929,-157.8622,670005
420628,21.30917,-157.86211,670006
420628,21.30903,-157.86201,670007
420628,21.3089,-157.86191,670008
420628,21.30871,-157.86175,670009
420628,21.30848,-157.86155,670010
420628,21.30812,-157.86125,670011
420628,21.30796,-157.86112,670012
420628,21.307854,-157.86103,670013
420628,21.307854,-157.86103,680001
420628,21.30776,-157.86095,680002
420628,21.30725,-157.86053,680003
420628,21.30704,-157.86036,680004
420628,21.30695,-157.86028,680005
420628,21.30647,-157.85989,680006
420628,21.30614,-157.85962,680007
420628,21.30594,-157.85942,680008
420628,21.30584,-157.85931,680009
420628,21.30577,-157.85921,680010
420628,21.30561,-157.85898,680011
420628,21.3055,-157.85881,680012
420628,21.30534,-157.85856,680013
420628,21.30522,-157.85836,680014
420628,21.305134,-157.858218,680015
420628,21.305134,-157.858218,690001
420628,21.30507,-157.85811,690002
420628,21.30497,-157.8583,690003
420628,21.30485,-157.85856,690004
420628,21.30474,-157.85879,690005
420628,21.30458,-157.85911,690006
420628,21.30439,-157.8595,690007
420628,21.30422,-157.85985,690008
420628,21.30394,-157.86037,690009
420628,21.303722,-157.86079,690010
420628,21.303722,-157.86079,700001
420628,21.3035,-157.86122,700002
420628,21.30268,-157.86227,700003
420628,21.30262,-157.86235,700004
420628,21.30238,-157.86264,700005
420628,21.30221,-157.86286,700006
420628,21.30185,-157.86329,700007
420628,21.30147,-157.86324,700008
420628,21.30103,-157.86318,700009
420628,21.30095,-157.86317,700010
420628,21.3008,-157.86315,700011
420628,21.30011,-157.86309,700012
420628,21.30002,-157.86308,700013
420628,21.299626,-157.863041,700014
420628,21.299626,-157.863041,710001
420628,21.29942,-157.86302,710002
420628,21.29918,-157.86299,710003
420628,21.29905,-157.86296,710004
420628,21.29896,-157.86292,710005
420628,21.29888,-157.86288,710006
420628,21.29819,-157.86236,710007
420628,21.29806,-157.86225,710008
420628,21.297503,-157.861723,710009
420628,21.297503,-157.861723,720001
420628,21.29732,-157.86155,720002
420628,21.29695,-157.86123,720003
420628,21.29658,-157.86091,720004
420628,21.29646,-157.86079,720005
420628,21.29633,-157.86064,720006
420628,21.29626,-157.86053,720007
420628,21.2962,-157.86045,720008
420628,21.2961,-157.86027,720009
420628,21.29597,-157.85996,720010
420628,21.29552,-157.859,720011
420628,21.29545,-157.85884,720012
420628,21.295387,-157.858709,720013
420628,21.295387,-157.858709,730001
420628,21.29498,-157.85786,730002
420628,21.29476,-157.85729,730003
420628,21.294714,-157.857159,730004
420628,21.294714,-157.857159,740001
420628,21.2947,-157.85712,740002
420628,21.29459,-157.85684,740003
420628,21.2944,-157.85635,740004
420628,21.29422,-157.85616,740005
420628,21.29402,-157.85578,740006
420628,21.29341,-157.8548,740007
420628,21.29296,-157.85404,740008
420628,21.292768,-157.853728,740009
420628,21.292768,-157.853728,750001
420628,21.29264,-157.85352,750002
420628,21.29237,-157.85306,750003
420628,21.29231,-157.85294,750004
420628,21.29216,-157.85258,750005
420628,21.29203,-157.85225,750006
420628,21.29195,-157.85195,750007
420628,21.2919,-157.85166,750008
420628,21.29187,-157.85144,750009
420628,21.29184,-157.85108,750010
420628,21.291817,-157.850757,750011
420628,21.291817,-157.850757,760001
420628,21.29181,-157.85066,760002
420628,21.29173,-157.85031,760003
420628,21.29168,-157.85006,760004
420628,21.29156,-157.84972,760005
420628,21.2913,-157.84904,760006
420628,21.29107,-157.84845,760007
420628,21.29099,-157.84826,760008
420628,21.29087,-157.84796,760009
420628,21.29082,-157.84784,760010
420628,21.29077,-157.8477,760011
420628,21.29073,-157.84759,760012
420628,21.29062,-157.84731,760013
420628,21.29042,-157.84681,760014
420628,21.2901,-157.84608,760015
420628,21.2899,-157.84529,760016
420628,21.28962,-157.84416,760017
420628,21.289495,-157.843688,760018
420628,21.289495,-157.843688,770001
420628,21.28948,-157.84363,770002
420628,21.28922,-157.8426,770003
420628,21.28907,-157.84203,770004
420628,21.28894,-157.8415,770005
420628,21.28886,-157.84124,770006
420628,21.28879,-157.84103,770007
420628,21.288759,-157.840982,770008
420628,21.288759,-157.840982,780001
420628,21.28866,-157.84083,780002
420628,21.28853,-157.84069,780003
420628,21.28838,-157.84057,780004
420628,21.28821,-157.84047,780005
420628,21.28807,-157.84042,780006
420628,21.288,-157.8404,780007
420628,21.28794,-157.84038,780008
420628,21.28771,-157.84033,780009
420628,21.28753,-157.84029,780010
420628,21.28737,-157.84024,780011
420628,21.2872,-157.84019,780012
420628,21.28708,-157.84014,780013
420628,21.28698,-157.84009,780014
420628,21.28688,-157.84003,780015
420628,21.28676,-157.83995,780016
420628,21.28663,-157.83985,780017
420628,21.28648,-157.83972,780018
420628,21.28606,-157.83935,780019
420628,21.2855,-157.83887,780020
420628,21.28528,-157.83868,780021
420628,21.285171,-157.838578,780022
420628,21.285171,-157.838578,790001
420628,21.28513,-157.83854,790002
420628,21.28503,-157.83845,790003
420628,21.28495,-157.83837,790004
420628,21.28488,-157.83829,790005
420628,21.28479,-157.83817,790006
420628,21.2847,-157.83803,790007
420628,21.28463,-157.83791,790008
420628,21.28457,-157.83778,790009
420628,21.28453,-157.83766,790010
420628,21.2845,-157.83754,790011
420628,21.28447,-157.83739,790012
420628,21.28447,-157.83724,790013
420628,21.28449,-157.83706,790014
420628,21.28452,-157.83689,790015
420628,21.28456,-157.83673,790016
420628,21.2846,-157.8366,790017
420628,21.28464,-157.83648,790018
420628,21.28469,-157.83634,790019
420628,21.28491,-157.8357,790020
420628,21.28445,-157.83566,790021
420628,21.2841,-157.8356,790022
420628,21.28374,-157.83552,790023
420628,21.28364,-157.83549,790024
420628,21.2836,-157.83547,790025
420628,21.2832,-157.83533,790026
420628,21.2832,-157.83533,800001
420628,21.28281,-157.83494,800002
420628,21.28259,-157.83432,800003
420628,21.28256,-157.83415,800004
420628,21.28245,-157.83395,800005
420628,21.28239,-157.83389,800006
420628,21.28218,-157.83368,800007
420628,21.28183,-157.83349,800008
420628,21.2817,-157.83346,800009
420628,21.28157,-157.83343,800010
420628,21.28146,-157.83344,800011
420628,21.28137,-157.83344,800012
420628,21.28098,-157.83355,800013
420628,21.28059,-157.83366,800014
420628,21.28033,-157.83366,800015
420628,21.2801,-157.83359,800016
420628,21.27993,-157.83349,800017
420628,21.27991,-157.83348,800018
420628,21.27979,-157.83341,800019
420628,21.27963,-157.83326,800020
420628,21.279532,-157.833124,800021
420628,21.279532,-157.833124,810001
420628,21.27935,-157.83287,810002
420628,21.27917,-157.83265,810003
420628,21.27939,-157.83245,810004
420628,21.27942,-157.83243,810005
420628,21.2796,-157.83233,810006
420628,21.28046,-157.83181,810007
420628,21.28124,-157.83139,810008
420628,21.28124,-157.83139,820001
420628,21.28155,-157.83123,820002
420628,21.28206,-157.83103,820003
420628,21.28221,-157.83097,820004
420628,21.28251,-157.83067,820005
420628,21.28298,-157.8302,820006
420628,21.28252,-157.82969,820007
420628,21.282,-157.82911,820008
420628,21.28166,-157.82872,820009
420628,21.28152,-157.828556,820010
420628,21.28152,-157.828556,830001
420628,21.28142,-157.82844,830002
420628,21.28081,-157.82774,830003
420628,21.28022,-157.82707,830004
420628,21.28001,-157.82682,830005
420628,21.27992,-157.82672,830006
420628,21.279864,-157.82665,830007
420628,21.279864,-157.82665,840001
420628,21.27964,-157.82637,840002
420628,21.27929,-157.82598,840003
420628,21.27901,-157.82567,840004
420628,21.2788,-157.82541,840005
420628,21.27845,-157.82497,840006
420628,21.27814,-157.82471,840007
420628,21.27781,-157.82447,840008
420628,21.27763,-157.82435,840009
420628,21.277481,-157.824251,840010
420628,21.277481,-157.824251,850001
420628,21.27733,-157.82415,850002
420628,21.2766,-157.82343,850003
420628,21.27602,-157.82289,850004
420628,21.275598,-157.822527,850005
420628,21.275598,-157.822527,860001
420628,21.27552,-157.82246,860002
420628,21.27502,-157.82212,860003
420628,21.27463,-157.82181,860004
420628,21.274029,-157.821393,860005
420628,21.274029,-157.821393,870001
420628,21.27388,-157.82129,870002
420628,21.27351,-157.82102,870003
420628,21.27289,-157.82056,870004
420628,21.27224,-157.82008,870005
420628,21.272102,-157.820032,870006
420628,21.272102,-157.820032,880001
420628,21.27195,-157.81998,880002
420628,21.27186,-157.82025,880003
420628,21.27178,-157.82057,880004
420628,21.27175,-157.82077,880005
420628,21.27172,-157.8211,880006
420628,21.2717,-157.82131,880007
420628,21.27168,-157.8215,880008
420628,21.27167,-157.82165,880009
420628,21.27161,-157.82239,880010
420628,21.271604,-157.82242,880011
420628,21.271604,-157.82242,890001
420628,21.27154,-157.82273,890002
420628,21.27143,-157.82268,890003
420628,21.27125,-157.82259,890004
420628,21.27103,-157.82248,890005
420628,21.27089,-157.82241,890006
420628,21.27069,-157.82223,890007
420628,21.2705,-157.82204,890008
420628,21.27025,-157.8218,890009
420628,21.26994,-157.82145,890010
420628,21.26989,-157.82137,890011
420628,21.269703,-157.821097,890012
510386,21.49663,-158.02804,20007
510386,21.49659,-158.02815,20008
510386,21.496531,-158.028302,20009
510386,21.4955,-158.02966,30008
510386,21.49524,-158.02955,30009
510386,21.494746,-158.02932,30010
510386,21.4915,-158.02865,50007
510386,21.4913,-158.02869,50008
510386,21.4912,-158.0287,50009
510386,21.49107,-158.0287,50010
510386,21.49073,-158.02867,50011
510386,21.49046,-158.02862,50012
510386,21.48995,-158.02849,50013
510386,21.48972,-158.02845,50014
510386,21.48928,-158.02839,50015
510386,21.48896,-158.02833,50016
510386,21.48863,-158.02827,50017
510386,21.48821,-158.02821,50018
510386,21.48793,-158.02816,50019
510386,21.48763,-158.0281,50020
510386,21.48709,-158.02797,50021
510386,21.48673,-158.02792,50022
510386,21.48641,-158.02787,50023
510386,21.486185,-158.027829,50024
510386,21.478458,-158.026415,60008
510386,21.46889,-158.02455,70007
510386,21.46863,-158.0245,70008
510386,21.46789,-158.02438,70009
510386,21.46757,-158.02434,70010
510386,21.46362,-158.02392,70011
510386,21.46309,-158.02386,70012
510386,21.46286,-158.02383,70013
510386,21.462719,-158.023808,70014
510386,21.46195,-158.02353,80006
510386,21.46178,-158.02343,80007
510386,21.4616,-158.02331,80008
510386,21.46144,-158.02319,80009
510386,21.46127,-158.02305,80010
510386,21.46113,-158.02291,80011
510386,21.46098,-158.02274,80012
510386,21.46084,-158.02257,80013
510386,21.46071,-158.02238,80014
510386,21.46059,-158.02219,80015
510386,21.46048,-158.02198,80016
510386,21.46037,-158.02174,80017
510386,21.46025,-158.02147,80018
510386,21.45898,-158.01867,80019
510386,21.4589,-158.0185,80020
510386,21.45881,-158.01832,80021
510386,21.45872,-158.01816,80022
510386,21.45864,-158.01802,80023
510386,21.45856,-158.0179,80024
510386,21.45846,-158.01776,80025
510386,21.45836,-158.01764,80026
510386,21.45817,-158.01742,80027
510386,21.45802,-158.01729,80028
510386,21.45793,-158.01721,80029
510386,21.457883,-158.017175,80030
510386,21.45714,-158.0168,90007
510386,21.45692,-158.01673,90008
510386,21.45659,-158.01665,90009
510386,21.45631,-158.0166,90010
510386,21.45608,-158.01656,90011
510386,21.4559,-158.01653,90012
510386,21.45571,-158.0165,90013
510386,21.45523,-158.01641,90014
510386,21.455159,-158.016397,90015
510386,21.45101,-158.01568,100007
510386,21.45103,-158.01555,100008
510386,21.45109,-158.0152,100009
510386,21.45115,-158.01483,100010
510386,21.451203,-158.014423,100011
510386,21.45125,-158.01332,110006
510386,21.45122,-158.01312,110007
510386,21.45111,-158.01233,110008
510386,21.45109,-158.01212,110009
510386,21.45108,-158.01193,110010
510386,21.45109,-158.01175,110011
510386,21.45111,-158.0116,110012
510386,21.451113,-158.011581,110013
510386,21.45136,-158.01085,120006
510386,21.45182,-158.00999,120007
510386,21.451953,-158.009743,120008
510386,21.45265,-158.00852,130006
510386,21.45276,-158.00839,130007
510386,21.45285,-158.00829,130008
510386,21.45298,-158.00817,130009
510386,21.45315,-158.00804,130010
510386,21.45323,-158.00799,130011
510386,21.45332,-158.007929,130012
510386,21.453438,-158.007868,130013
510386,21.45358,-158.00781,130014
510386,21.4537,-158.00777,130015
510386,21.45387,-158.00772,130016
510386,21.45401,-158.00769,130017
510386,21.45406,-158.007681,130018
510386,21.45426,-158.00766,140004
510386,21.45496,-158.00762,140006
510386,21.45538,-158.00758,140007
510386,21.45536,-158.00726,140008
510386,21.455342,-158.006945,140009
510386,21.45533,-158.00672,150003
510386,21.4553,-158.00602,150006
510386,21.45529,-158.00589,150007
510386,21.45527,-158.00573,150008
510386,21.45524,-158.00559,150009
510386,21.4552,-158.00544,150010
510386,21.45515,-158.0053,150011
510386,21.4551,-158.00519,150012
510386,21.45504,-158.00508,150013
510386,21.4549,-158.00488,150014
510386,21.45478,-158.00485,150015
510386,21.45469,-158.0048,150016
510386,21.45459,-158.00473,150017
510386,21.45448,-158.00466,150018
510386,21.45436,-158.00459,150019
510386,21.45421,-158.00453,150020
510386,21.45406,-158.00449,150021
510386,21.4539,-158.00447,150022
510386,21.45377,-158.00446,150023
510386,21.45346,-158.00448,150024
